N,P,K,temperature,humidity,ph,rainfall,crop
17.0,136.0,196.0,23.87192332,90.49939035,5.882155987999999,103.05480940000001,apple
49.0,69.0,82.0,18.31561493,15.36143547,7.26311855,81.78710463,chickpea
74.0,49.0,38.0,23.31410442,71.4509053,7.4880144039999985,164.49703730000004,jute
104.0,35.0,28.0,27.51006055,50.66687215,6.9837323929999995,143.9955548,coffee
23.0,72.0,84.0,19.02061277,17.13159126,6.920251378,79.92698081,chickpea
83.0,10.0,53.0,24.92994759,85.00802358,6.195142279,48.75859458,watermelon
89.0,53.0,44.0,24.88692811,71.91711523,7.319735475,150.2498675,jute
27.0,30.0,31.0,28.98545306,90.73966792,5.7181203929999995,148.8398374,coconut
23.0,138.0,200.0,9.851242629,80.22631717,5.96537863,68.42802444,grapes
29.8839926131726,33.33700554012055,27.767985226345203,33.31648225357181,53.47231429758975,6.085511115812496,89.39991648111703,mango
112.0,28.0,54.0,24.86094646,85.05318563,6.738030547,55.29563514,watermelon
16.060229051009223,48.795171788256916,22.79517178825692,27.501241011091864,46.814027570065726,3.6365869551766434,43.96555207958682,mothbeans
33.0,23.0,45.0,20.00218987,85.83618191,7.116538883,112.337046,pomegranate
75.58727490888316,52.34909963553262,45.0,24.5967473748071,79.84545932304249,6.145336366974981,185.89760074659253,jute
57.0,56.0,78.0,17.34150229,18.75626255,8.861479668,67.9545435,chickpea
120.0,7.0,47.0,24.24782473,83.03687902,6.653867608,54.76576239999999,watermelon
36.95031808397334,125.92547712596001,203.68322730534223,34.639408246784726,82.8713446911231,5.757015415193555,70.58085145900957,grapes
11.227372404743827,57.2954379325427,24.704562067457303,28.1775297318346,86.35005484885092,6.910549794845311,49.485227363179995,mungbean
40.0,16.0,35.0,34.16438906,54.16482251,4.954739564,98.33351125,mango
118.0,88.0,52.0,28.65003945,82.68752542,5.8431631610000005,98.75084366,banana
24.0,45.0,19.0,26.85851927,48.8246387,5.9523849570000005,34.7426459,mothbeans
1.0,12.0,30.0,27.754298,95.94643831,5.56222383,131.09000759999998,coconut
57.0,67.0,25.0,32.34744009,66.61452812,7.551364319,64.55882254,blackgram
19.0,7.0,10.0,14.78003032,91.22062116,6.118430299,100.1961762,orange
16.0,8.0,9.0,24.60297538,91.28408653,7.601189842999999,111.2948115,orange
85.83639358830519,26.28309121002412,45.35845439498794,26.04097239398588,87.92977269924171,6.456381799237959,57.442029648690735,watermelon
24.0,140.0,205.0,12.087022,83.59398734,5.93202852,68.66813363,grapes
34.0,59.0,23.0,28.56212158,83.24855855,6.935804256,56.48265193,mungbean
39.0,28.0,10.0,31.34920143,91.48247612,7.1819076729999995,109.15498229999999,orange
89.38689265111856,47.38689265111856,40.70824855782992,24.959852541047972,71.88673279490844,6.198544000964021,152.56484241018333,jute
30.0,28.0,30.0,31.86641378,52.19331595,5.064613314,98.46768642,mango
90.0,86.0,52.0,25.85036988,81.95580471,5.793260262,119.08561709999998,banana
19.0,39.0,17.0,29.2808618,81.8009244,6.890156495,44.47427436,mungbean
30.0,120.0,200.0,38.06099482,82.24729637,6.234904253,65.70148216,grapes
94.0,53.0,40.0,20.27774362,82.89408619,5.718627177999999,241.97419490000001,rice
92.0,85.0,51.0,29.22118628,81.08183635,5.740764682000001,108.86164740000001,banana
117.0,27.0,48.0,26.53259325,82.39053979,6.835268183999999,54.30660782,watermelon
20.18850700748843,134.81149299251157,202.1622985985023,11.8761581172708,80.17380667887443,6.401110996749186,65.38735799477936,grapes
82.0,40.0,45.0,26.21312799,81.70476368,6.667633355,180.1237765,jute
8.0,54.0,20.0,28.334043199999996,80.77275974,7.034214276,38.7976407,mungbean
34.0,73.0,15.0,20.97195263,63.83179889,7.630424082999999,53.10207889,lentil
93.00899806081473,21.807198448651786,48.403599224325895,25.89827533500437,81.81280294053397,6.320194238980018,53.670477763816656,watermelon
28.0,123.0,198.0,23.46260321,91.45665004,5.682751473,111.7763395,apple
61.00673370553841,44.026934822153635,17.02020111661523,26.07056689325445,71.50002480635443,6.930252856667286,102.2221228387271,maize
20.0,142.0,196.0,10.89875873,80.01639435,6.207600782999999,68.69420397,grapes
23.0182960096001,6.00914800480005,33.0182960096001,29.173050332536185,92.7894902602226,6.02150761527037,204.8205017249565,coconut
84.0,51.0,35.0,22.30157427,80.64416466,6.043304899,197.97912150000002,rice
23.0,6.0,33.0,29.18032562,92.73041222,6.025789594,204.96036769999998,coconut
86.28959274698184,39.193061831321224,42.51734542169694,25.854501530862102,71.5695848203877,6.423624405053777,193.7509468231559,jute
76.0,48.0,18.0,19.29563411,69.63481219,5.77597783,83.21030571,maize
20.32459719700463,60.32459719700463,21.02620840898612,30.461212808362177,44.752608930035606,6.544243987634454,185.94530708284603,pigeonpeas
120.0,23.0,28.0,25.67324193,51.29043632,6.877799264,196.2736367,coffee
57.0,73.0,85.0,18.49311205,14.72115044,7.358099622,91.94595352,chickpea
17.0,57.0,21.0,19.88394011,20.31564139,5.789214288999999,60.91974792,kidneybeans
49.0,61.0,45.0,32.76795887,94.57377401,6.764213299,240.4795923,papaya
67.0,60.0,38.0,24.79853023,78.53037059,7.16214284,162.2847429,jute
55.0,67.0,16.0,34.37329112,69.69366426,6.596719015,70.27184748,blackgram
49.85143521651065,55.85143521651065,76.2971295669787,20.647495748826245,19.313054888617827,7.95122985439997,74.72562382529698,chickpea
7.0,60.0,25.0,28.275317100000002,82.76020821,6.3976367089999995,56.04995423,mungbean
84.0,21.0,55.0,28.47090661,94.79453182,6.4942510239999995,21.08484101,muskmelon
90.0,14.0,52.0,24.84740848,89.20454622,6.391858432,59.67927244,watermelon
35.0,64.0,15.0,28.47442276,63.53604453,6.500144962,69.5274407,blackgram
26.0,15.0,6.0,17.22034507,94.78797376,6.912033409,108.00543429999999,orange
27.0,74.0,20.0,24.69487673,59.96669215,5.8598134160000015,91.95792434,pigeonpeas
70.44569435046805,46.7028704330213,17.594259133957397,24.61178424974794,70.8875573538431,6.606171814255158,103.03788098663969,maize
58.0,55.0,47.0,26.05375792,93.69111672,6.7424900270000006,240.6863901,papaya
27.0,62.0,77.0,18.19737048,14.71070537,6.576415562,70.18185181,chickpea
117.97306517784637,11.973065177846362,47.03366852769205,27.97796202851756,92.19045334469246,6.013489309530637,28.94283072690706,muskmelon
27.162643156880765,21.632528631376154,42.632528631376154,20.089127026011738,87.68574350991311,6.089967919448496,107.28928850340799,pomegranate
70.53134607857055,46.64576928095297,17.708461438094066,24.61156756172506,70.97813236097831,6.607198955659983,102.8217342347159,maize
118.0,12.0,47.0,27.96872279,92.17444796,6.010739645,28.94766949,muskmelon
27.0,8.0,32.0,27.00648436,96.46168931,5.627860548999998,144.3331315,coconut
36.0,24.0,41.0,24.94467632,94.25702672,7.009180374,103.8799347,pomegranate
67.0,59.0,41.0,21.94766735,80.97384195,6.012632591,213.3560921,rice
7.0,20.0,12.0,16.53460397,94.76759975,6.475275337,110.0447896,orange
121.74126682857018,57.44760097142103,18.258733171429828,23.503459453079305,81.8473860673634,6.67417204124974,79.89075672008904,cotton
99.0,29.0,55.0,29.19378695,91.46241065,6.660954816,26.48240255,muskmelon
120.0,24.0,47.0,26.98603693,89.4138489,6.260838965,58.54876687,watermelon
58.0,46.0,45.0,42.39413392,90.79028064,6.576261427,88.46607497,papaya
40.0,9.0,41.0,24.37766782,85.4017118,5.78270695,106.12833799999999,pomegranate
76.0,44.0,17.0,20.41683147,62.55424820000001,5.855442401,65.27798457,maize
40.0,65.0,49.0,35.32876402,91.06138506,6.678449317999999,163.9069365,papaya
8.0,136.0,201.0,41.65602996,82.22118237,5.6092559920000005,74.19664838,grapes
96.0,86.0,51.0,29.90888522,76.98740841,6.257369799,91.99964712,banana
21.0,17.0,15.0,23.98289638,91.5473145,7.455991072000001,118.4901697,orange
7.0,63.0,24.0,19.55750776,64.45268309,6.8186810860000024,53.04669416,lentil
34.0,60.0,22.226012000604236,18.218433675296396,19.693676991471477,5.640661310170952,100.53071917933089,kidneybeans
36.778164832987294,24.331011002076224,12.221835167012705,29.12097793575336,90.596923618083,6.713425197829101,112.3703430969824,orange
67.0,43.0,39.0,26.04371967,84.96907151,5.9999690260000005,186.7536773,rice
112.59713523423375,75.3285587237229,54.43285587237229,27.69861534735022,82.85357021471368,5.807716745963092,94.70163649413345,banana
119.48102175570448,6.44306526711342,50.67080419865974,29.62502427226815,92.57340929850226,6.440090980228371,27.573339363853982,muskmelon
84.0,37.0,42.0,25.49674786,81.13449097,6.691074249,169.92882340000003,jute
93.0,26.0,27.0,24.59245684,56.46829641,7.288211994,137.70440469999997,coffee
77.0,52.0,41.0,23.89069041,83.46409075,6.097294061,167.72306319999996,jute
114.0,20.0,26.0,25.55656667,62.67087838,7.27905689,193.5866233,coffee
106.0,85.0,53.0,27.199459700000002,78.80860679999998,5.91505509,99.72430835,banana
120.0,16.0,51.0,27.99901833,91.64193051,6.547041902999999,23.28618248,muskmelon
34.0,133.0,202.0,15.31413469,80.09711412,5.804799142,74.82144653,grapes
17.897585894128458,7.367471368623847,9.0,26.28073203321911,91.55582547279934,7.201870495130138,104.87124510134545,orange
24.731924206387095,56.11345965602151,20.381535449634416,28.242588706581703,88.86149878861791,6.292953630526861,52.532520422619825,mungbean
88.0,35.0,35.0,27.55906475,58.45742907,6.784460602,117.9389993,coffee
5.0,19.0,25.0,27.351105600000004,54.43945147,6.441328044,96.27792547,mango
70.0,54.0,46.0,39.73149053,91.12220596,6.919342407,122.76286529999999,papaya
100.0,18.0,52.0,26.20234499,80.38266489,6.87606733,56.47941847,watermelon
41.18538433542011,61.44384699373967,52.55615300626033,38.157869421009316,93.01117453024801,6.8566439518466185,155.1428344000627,papaya
25.0,27.0,41.0,19.20090378,94.27659596,6.9235093710000015,108.0423555,pomegranate
30.0,13.0,25.0,27.15116142,91.48889469,6.413184638,164.9182225,coconut
33.0,14.31529748117286,7.684702518827139,19.393048595163087,92.56021935690141,7.673954100394332,110.39066452271187,orange
81.0,16.0,45.0,26.90435747,86.25426228,6.727468157000001,59.75980023,watermelon
12.618511151137739,69.61851115113774,19.9661396711035,24.069177459850263,34.480627100646615,5.184448118247647,160.28506475277075,pigeonpeas
14.0,140.0,197.0,23.35225078,90.90054697,6.071255131,113.03813819999999,apple
122.0,59.0,18.0,23.5000992,83.63488952,6.219469084,79.81328183,cotton
50.0,46.0,52.0,31.18298415,90.21646909,6.734005647999999,54.01872359,papaya
21.0,9.0,40.0,24.51147697,90.64498715,5.956401828,105.62099540000001,pomegranate
114.29461331070537,34.29461331070537,30.116160067883882,26.6832977755104,60.58270269673493,6.392498334947709,154.86010428203625,coffee
4.0,40.0,21.0,28.79728147,80.45744422,6.725551062,44.30070517,mungbean
7.0,23.0,35.0,19.75088482,88.71691157,7.054313822999999,102.5538035,pomegranate
115.0,12.0,52.0,27.51492243,94.96218673,6.685553129,21.01796432,muskmelon
85.0,37.0,39.0,24.52783742,82.73685569,6.364134967999999,224.67572310000003,rice
7.0,144.0,197.0,23.849401399999998,94.34814995,6.133220586,114.05124950000001,apple
108.0,92.0,53.0,27.40053601,82.96221306,6.276800323,104.9378,banana
104.32947069644213,39.85228103372865,29.85228103372865,27.134104730980564,56.40435365337842,6.40418543691612,142.4168023467485,coffee
60.0,43.0,44.0,21.01944696,82.95221726,7.416245107000001,298.40184710000005,rice
40.443670334025406,63.668988997923776,50.331011002076224,36.38765277089111,91.79115996902777,6.745144709830233,160.62667372789758,papaya
48.0,65.0,78.0,17.43732714,14.33847406,7.861128148,73.0926704,chickpea
100.95431814174326,12.988579535435814,48.48286930315372,25.746071365712098,88.67366361454829,6.594049563101947,58.96362539407036,watermelon
109.58529848526241,32.70735075736879,33.29264924263121,25.929761412214564,68.31239232407968,6.529279667854895,173.63928295312346,coffee
20.0,30.0,27.0,27.81005614,51.59445462,4.74910393,95.89898581,mango
29.0,8.0,28.0,26.87037587,91.72546257,6.100429497,214.4128874,coconut
88.0,52.0,39.0,23.92887902,88.07112278,6.880204617,154.6608736,jute
35.595915919515235,66.0,82.19183183903047,19.83604651537577,16.709684428569325,6.232966149515724,83.10913133382722,chickpea
16.25138020983012,136.53472842154991,196.53472842154991,23.685267867623384,90.55059513299933,5.936042221853167,103.21377540087525,apple
14.0,67.0,15.0,19.56376468,24.67385131,5.690065688,139.2921004,kidneybeans
12.0,34.0,28.0,33.36140093,45.02236377,6.13526938,98.81596545,mango
105.0,60.0,23.0,23.53371386,77.21705554,6.207652157,87.54004943,cotton
59.76984623667936,67.35396924733587,46.238892365675554,36.410832757442066,91.9056493048848,6.7220625563630465,60.912507906885864,papaya
