Solidity,Eccentricity,EquivDiameter,Extrema,FilledArea,Extent,Orientation,EulerNumber,BoundingBox1,BoundingBox2,BoundingBox3,BoundingBox4,ConvexHull1,ConvexHull2,ConvexHull3,ConvexHull4,MajorAxisLength,MinorAxisLength,Perimeter,ConvexArea,Centroid1,Centroid2,Area,microorganism
0.711636227,0.673498104,0.109069365,0.87054409,0.010808389,0.660598919,0.094352645,0.987915408,0.87047619,0.447275923,0.029022082,0.058922559,0.875395319,0.875395319,0.877460317,0.871746032,0.02566887,0.028256128,0.010776075,0.001776068,0.878873139,0.453972667,0.020194771,1
0.184271233,0.865532852,0.181675488,0.306441526,0.021235359,0.183804384,0.484925681,0.974488083,0.284444444,0.345342707,0.148895899,0.115319865,0.304870335,0.304870335,0.295238095,0.290793651,0.128061682,0.077815491,0.044747203,0.016308536,0.325507524,0.360383797,0.045702381,2
0.431175494,0.679468983,0.172643864,0.750469043,0.020929335,0.380940008,0.891717258,0.946626385,0.707301587,0.227592267,0.066246057,0.109427609,0.728652751,0.728652751,0.72952381,0.723809524,0.065494704,0.06269597,0.049241582,0.00640022,0.739530857,0.255859822,0.042004326,2
0.71284856,0.991838982,0.240240609,0.271419637,0.036975602,0.700642563,0.01683466,0.975159449,0.268571429,0.468365554,0.023343849,0.249158249,0.270714738,0.270714738,0.26984127,0.268571429,0.146561404,0.02028595,0.035455437,0.006678364,0.267614461,0.568812742,0.073303231,4
0.338077445,0.996782087,0.1235776,0.045653533,0.01138939,0.088681558,0.219149733,0.982544478,0.041904762,0.630931459,0.100946372,0.187710438,0.041745731,0.041745731,0.041904762,0.041904762,0.134704369,0.01103807,0.034491233,0.00483276,0.071761868,0.699979381,0.024520798,2
0.356525498,0.950434357,0.115916079,0.711069418,0.010688641,0.218164025,0.860724102,0.96978852,0.674285714,0.324253076,0.049211356,0.135521886,0.719165085,0.719165085,0.679365079,0.676190476,0.077268302,0.027994765,0.023458117,0.00414667,0.683483989,0.36532183,0.022188332,2
0.205349821,0.918622293,0.215053584,0.367729831,0.034283484,0.161805191,0.868845628,0.966096005,0.298412698,0.378734622,0.100946372,0.256734007,0.332068311,0.332068311,0.328888889,0.303492063,0.141463355,0.066614875,0.107457181,0.019347844,0.336157401,0.471556545,0.060664055,3
0.205349821,0.918622293,0.215053584,0.367729831,0.034283484,0.161805191,0.868845628,0.966096005,0.298412698,0.378734622,0.100946372,0.256734007,0.332068311,0.332068311,0.328888889,0.303492063,0.141463355,0.066614875,0.107457181,0.019347844,0.336157401,0.471556545,0.060664055,3
0.441514639,0.90597088,0.072388158,0.696685428,0.005721306,0.285169086,0.372952349,0.988586774,0.700952381,0.701230228,0.060567823,0.04040404,0.69829222,0.69829222,0.700952381,0.701269841,0.0362766,0.019275351,0.020579544,0.001645688,0.728710552,0.693314432,0.010974552,3
0.231049,0.704539337,0.275387582,0.306441526,0.050737782,0.200059426,0.975841538,0.939577039,0.241904762,0.173989455,0.120504732,0.27020202,0.286527514,0.286527514,0.246349206,0.244444444,0.121679173,0.107672105,0.132393865,0.026228442,0.280760971,0.299189164,0.092879998,3
0.635865394,0.432093479,0.051688858,0.69043152,0.004949595,0.652133065,0.407385413,0.992614971,0.69015873,0.017574692,0.020189274,0.026094276,0.693232132,0.693232132,0.692698413,0.691428571,0.011562619,0.020828735,0.004448481,0.000638573,0.692083081,0.006464325,0.006857849,1
0.238997789,0.554496513,0.502311007,0.608505316,0.184376843,0.214795728,0.41421008,0.843235985,0.437460317,0.42970123,0.266246057,0.348484848,0.438330171,0.438330171,0.437460317,0.437460317,0.174049685,0.180469511,0.354244221,0.074247764,0.567157941,0.596466788,0.273666059,3
0.393307234,0.929732045,0.157112513,0.516572858,0.018099728,0.355843184,0.578381444,0.981873112,0.422222222,0.48857645,0.107255521,0.061447811,0.421884883,0.421884883,0.422222222,0.422222222,0.077531509,0.034058775,0.057609265,0.006033417,0.475248215,0.488831356,0.03599374,3
0.406814457,0.329817692,0.275387582,0.452157598,0.055195079,0.349226886,0.676168427,0.924135616,0.365714286,0.82513181,0.116719243,0.158249158,0.364326376,0.364326376,0.365714286,0.365714286,0.079904366,0.100889805,0.086387045,0.014968807,0.412515105,0.890949502,0.092879998,2
0.53768927,0.644952894,0.01595031,0.314571607,0.000789452,0.50502568,0.376630684,0.994964753,0.311746032,0.525483304,0.011987382,0.015993266,0.315623023,0.315623023,0.313650794,0.311746032,0.006137614,0.011671862,0.004881656,0.000161092,0.306686037,0.504638227,0.001594849,1
0.450870192,0.833157959,0.009240226,0.348342714,0.000430207,0.406382683,0.942748785,0.99563612,0.344761905,0.0456942,0.006940063,0.023569024,0.347248577,0.347248577,0.345396825,0.344761905,0.00751313,0.00792355,0.002990954,0.000138493,0.334587782,0.030365994,0.000867199,1
0.471605667,0.665349321,0,0.542213884,0,0.473372706,0.149892541,0.998321584,0.542222222,0.272407733,0.005678233,0.011784512,0.541429475,0.541429475,0.542857143,0.542222222,0.002589573,0.008124913,0.002681713,0,0.53466267,0.253427025,0,1
0.799095782,0.832166891,0.133134679,0.667917448,0.015562839,0.932062643,0.980713117,0.972473985,0.659047619,0.091388401,0.022712934,0.068181818,0.65654649,0.65654649,0.659047619,0.659047619,0.036088522,0.026635997,0.011770387,0.002162573,0.661286182,0.100027802,0.027580914,4
0.682757532,0.61780252,0.152979675,0.719824891,0.023510576,0.632058613,0.929206966,0.986236992,0.711746032,0.382249561,0.041640379,0.079124579,0.722960152,0.722960152,0.722539683,0.721269841,0.038570518,0.042569489,0.009202421,0.003238065,0.723261228,0.396743036,0.034468666,1
0.325816867,0.863403891,0.386374156,0.652908068,0.099865616,0.231501882,0.752532162,0.911379658,0.521269841,0.250439367,0.190536278,0.276094276,0.660341556,0.660341556,0.523174603,0.522539683,0.180507553,0.109580166,0.093384762,0.033996206,0.626050324,0.398719884,0.16953241,4
0.29342698,0.876556956,0.141428442,0.562226391,0.018059812,0.259215151,0.099357364,0.982544478,0.570793651,0.457820738,0.057413249,0.134680135,0.568627451,0.568627451,0.57968254,0.58,0.068925209,0.041066342,0.051436414,0.006887552,0.59007098,0.500903331,0.030371899,3
0.730187214,0.913104123,0.131337716,0.760475297,0.014915311,0.439449139,0.668834598,0.99026519,0.723174603,0.32513181,0.067507886,0.057239057,0.720430108,0.720430108,0.723174603,0.723174603,0.04401925,0.022108686,0.013794617,0.002337572,0.742319349,0.324646257,0.026992813,4
0.799095782,0.832166891,0.133134679,0.667917448,0.015562839,0.932062643,0.980713117,0.972473985,0.659047619,0.091388401,0.022712934,0.068181818,0.65654649,0.65654649,0.659047619,0.659047619,0.036088522,0.026635997,0.011770387,0.002162573,0.661286182,0.100027802,0.027580914,4
0.507861295,0.827309434,0.076570733,0.520950594,0.00625352,0.470651002,0.491450087,0.988586774,0.521904762,0.820738137,0.041640379,0.035353535,0.524351676,0.524351676,0.521904762,0.525714286,0.024517,0.019386653,0.015772949,0.001517626,0.531779075,0.800229548,0.011901558,3
0.781119972,0.869268612,0.119022159,0.629343338,0.011742178,0.595608122,0.138693373,0.986974609,0.620821399,0.858126734,0.032494868,0.069784136,0.619730363,0.619730363,0.621442397,0.620821399,0.032252947,0.020951675,0.011200838,0.001841937,0.625709518,0.860559504,0.023124172,4
0.435258542,0.991349566,0.088060527,0.146966854,0.007069583,0.117943642,0.738770301,0.98925814,0.058412698,0.427943761,0.085173502,0.101010101,0.058191018,0.058191018,0.058730159,0.063174603,0.07610225,0.00952658,0.022623589,0.00221994,0.092334832,0.456070046,0.014612801,2
0.484824093,0.386978447,0.20032777,0.158099712,0.045495839,0.4293274,0.40695847,0.970357169,0.112701001,0.747679257,0.083364274,0.100272912,0.139147278,0.139147278,0.12247147,0.11390263,0.054895199,0.069931841,0.026637942,0.007349137,0.143828567,0.772399557,0.054511668,1
0.715433346,0.468554998,0.07889198,0.92808005,0.007544141,0.725513831,0.614279602,0.96978852,0.923174603,0.873462214,0.026498423,0.033670034,0.924098672,0.924098672,0.925079365,0.924444444,0.014495761,0.023355677,0.007282801,0.001050575,0.930906413,0.857230553,0.012429852,3
0.258966978,0.99357641,0.18642243,0.45340838,0.02258807,0.073722709,0.305591982,0.964081907,0.433650794,0.624780316,0.234069401,0.188552189,0.43200506,0.43200506,0.433650794,0.433650794,0.213637416,0.027372748,0.056041703,0.012150277,0.548902705,0.676275292,0.04770591,2
0.216283695,0.940817325,0.498925684,0.440275172,0.167758446,0.099276658,0.776590352,0.811681772,0.095873016,0.275922671,0.354574132,0.545454545,0.235294118,0.235294118,0.234920635,0.187936508,0.310319115,0.124009327,0.257109984,0.080822404,0.267022138,0.510436066,0.270277005,2
0.222276739,0.95994127,0.208795228,0.206378987,0.027165115,0.117587264,0.335603023,0.964753273,0.205079365,0.776801406,0.185488959,0.184343434,0.208728653,0.208728653,0.207619048,0.205079365,0.174469806,0.057027171,0.063033888,0.017039245,0.265620443,0.872171793,0.057703617,2
0.459836884,0.986320812,0.036371376,0.38836773,0.002075637,0.495041084,0.010601045,0.99026519,0.386666667,0.45254833,0.003785489,0.065656566,0.385831752,0.385831752,0.386666667,0.386666667,0.033718189,0.00436737,0.009350478,0.000621769,0.377029257,0.459269424,0.004316059,1
0.39727591,0.976018598,0.001943832,0.407754847,2.66E-05,0.22383299,0.337529929,1,0.413968254,0.468365554,0.023343849,0.012626263,0.412397217,0.412397217,0.414603175,0.414920635,0.014114328,0.00201682,0.003341857,7.88E-05,0.415027792,0.446151107,0.000169453,1
0.168407966,0.981720299,0.219246107,0.94996873,0.03175103,0.050051397,0.689358177,0.931520645,0.673650794,0.549209139,0.281388013,0.293771044,0.676154333,0.676154333,0.673650794,0.685079365,0.255642477,0.056344503,0.104025874,0.024248981,0.796577046,0.725174194,0.062687519,3
0.676258625,0.634052166,0.145576001,0.733931419,0.021749122,0.622204941,0.908132687,0.986767725,0.725398289,0.397069027,0.04064287,0.075398194,0.737427293,0.737427293,0.735121174,0.733918256,0.036643967,0.040132668,0.009547343,0.003038524,0.737026167,0.409708963,0.032240257,1
0.23338217,0.913018475,0.238143763,0.166979362,0.05083979,0.167308748,0.079647107,0.93319906,0.14984127,0.181019332,0.107255521,0.279461279,0.156862745,0.156862745,0.14984127,0.14984127,0.168145905,0.081727296,0.071835062,0.020252393,0.20009929,0.294513325,0.072206772,2
0.226508469,0.919735715,0.39652281,0.821763602,0.124955094,0.182526235,0.625359728,0.880161128,0.593650794,0.130052724,0.313564669,0.223063973,0.592030361,0.592030361,0.593650794,0.594285714,0.246947371,0.114903519,0.258217203,0.050894061,0.735949304,0.224617673,0.177666138,3
0.328958374,0.86398674,0.110985177,0.501070904,0.011068465,0.267348885,0.43577326,0.986732055,0.464350458,0.773320861,0.08499377,0.058861454,0.4632914,0.4632914,0.464350458,0.464988929,0.054183706,0.034568423,0.032885,0.004478321,0.50645123,0.769274241,0.022255348,3
0.231049,0.704539337,0.275387582,0.306441526,0.050737782,0.200059426,0.975841538,0.939577039,0.241904762,0.173989455,0.120504732,0.27020202,0.286527514,0.286527514,0.246349206,0.244444444,0.121679173,0.107672105,0.132393865,0.026228442,0.280760971,0.299189164,0.092879998,3
0.238997789,0.554496513,0.502311007,0.608505316,0.184376843,0.214795728,0.41421008,0.843235985,0.437460317,0.42970123,0.266246057,0.348484848,0.438330171,0.438330171,0.437460317,0.437460317,0.174049685,0.180469511,0.354244221,0.074247764,0.567157941,0.596466788,0.273666059,3
0.741304082,0.695558546,0.162000474,0.038774234,0.021878451,0.669771515,0.153878378,0.983215844,0.031111111,0.689806678,0.044794953,0.076599327,0.036053131,0.036053131,0.031111111,0.031111111,0.039722204,0.039268813,0.012276734,0.003262403,0.03728934,0.696558856,0.037837784,4
0.656627484,0.948010223,0.264010943,0.691468497,0.048691409,0.335944736,0.736936358,0.956970299,0.592159493,0.421768888,0.120093879,0.156161393,0.613963835,0.613963835,0.592477173,0.59237128,0.112787905,0.043122406,0.035921744,0.011126338,0.647307032,0.488198668,0.089036929,4
0.20464072,0.885586688,0.255033514,0.400250156,0.049141139,0.159384227,0.844390248,0.954347096,0.321904762,0.588752197,0.143217666,0.25,0.344718533,0.344718533,0.321904762,0.323809524,0.152603603,0.085210576,0.129054564,0.025888874,0.374839381,0.658578362,0.081267506,3
0.448216783,0.847950569,0.003812767,0.375234522,0.000164099,0.326535989,0.845536141,0.995971803,0.37015873,0.072934974,0.009463722,0.019360269,0.379506641,0.379506641,0.37015873,0.37047619,0.004928192,0.005778031,0.002118896,6.37E-05,0.36717777,0.061079059,0.000338905,1
0.168407966,0.981720299,0.219246107,0.94996873,0.03175103,0.050051397,0.689358177,0.931520645,0.673650794,0.549209139,0.281388013,0.293771044,0.676154333,0.676154333,0.673650794,0.685079365,0.255642477,0.056344503,0.104025874,0.024248981,0.796577046,0.725174194,0.062687519,3
0.370025906,0.810917238,0.125468606,0.670057785,0.018615208,0.304995244,0.977646528,0.982425362,0.649449664,0.822125752,0.04840988,0.112101576,0.67518563,0.67518563,0.671425142,0.668471932,0.056375374,0.042300666,0.038184797,0.005214793,0.670290639,0.853790322,0.027481655,3
0.741724766,0.962838219,0.199212442,0.129681726,0.027964091,0.548342383,0.109783327,0.979444726,0.110987301,0.107510122,0.052005905,0.137225926,0.114509272,0.114509272,0.1129664,0.111563377,0.087848985,0.026228305,0.02522852,0.004640997,0.123637906,0.153753738,0.053449711,4
0.519275528,0.636791876,0.202051498,0.592245153,0.04714977,0.450320921,0.847985579,0.953004364,0.545396825,0.514059754,0.07318612,0.109427609,0.580645161,0.580645161,0.573333333,0.547301587,0.065346647,0.066170612,0.023185776,0.006873065,0.579064322,0.541455154,0.054593662,2
0.13534329,0.922464211,0.30594911,0.667292058,0.053811321,0.083129882,0.734442423,0.915407855,0.475555556,0.420913884,0.223343849,0.416666667,0.669196711,0.669196711,0.475555556,0.475555556,0.299826903,0.13698114,0.095277355,0.052870625,0.590704722,0.63133913,0.111739083,2
0.654472292,0.734648235,0.166674575,0.870535499,0.02457826,0.628177185,0.148713384,0.970155746,0.869338566,0.451828443,0.046855129,0.083720441,0.869219302,0.869219302,0.869338566,0.870096982,0.044678738,0.039671844,0.022194263,0.004232252,0.886553468,0.471615534,0.041918259,1
0.9367528,0.716114034,0.033160425,0.449656035,0.00184501,0.851313726,0.725655198,0.998321584,0.441269841,0.563268893,0.011356467,0.015993266,0.443390259,0.443390259,0.443809524,0.442539683,0.004977254,0.00922924,0.001217535,0.000133857,0.43654864,0.542167122,0.003837605,1
0.597389763,0.888061927,0.128308285,0.634171068,0.015229609,0.548115081,0.018393637,0.977892772,0.630760943,0.655005741,0.022827827,0.115921602,0.635489986,0.635489986,0.636687968,0.631936966,0.046423366,0.026779048,0.017533344,0.002829251,0.634182183,0.664800698,0.026020614,4
0.247472685,0.938896366,0.290513723,0.634771732,0.056867119,0.192586016,0.579399211,0.943269554,0.395555556,0.387521968,0.244164038,0.153198653,0.394054396,0.394054396,0.395873016,0.459365079,0.161206782,0.065501849,0.131144016,0.026901784,0.507411748,0.428439307,0.102000538,3
0.623753498,0.435788572,0.007357248,0.424015009,0.000261672,0.567128665,0.318021888,0.999328634,0.420952381,0.411247803,0.006309148,0.013468013,0.41998735,0.41998735,0.420952381,0.420952381,0.000236909,0.008461838,0.0014897,4.64E-06,0.414840026,0.387387097,0.000677811,1
0.810910314,0.84229781,0.116284132,0.638524078,0.012507041,0.959851097,0.005831411,0.988922457,0.644444444,0.542179262,0.01829653,0.062289562,0.644528779,0.644528779,0.644444444,0.644444444,0.032394397,0.023401654,0.008145897,0.00169784,0.644439127,0.544921682,0.022297978,4
0.454484318,0.653688976,0.156201159,0.160100063,0.020636617,0.429254024,0.023985213,0.973816717,0.156825397,0.505272408,0.049842271,0.106060606,0.157495256,0.157495256,0.156825397,0.156825397,0.048172828,0.049331374,0.040611885,0.00514799,0.164034218,0.530565271,0.035654835,2
0.34608342,0.891985807,0.140731834,0.689806129,0.014241173,0.249275666,0.895889156,0.986572675,0.641904762,0.370826011,0.056782334,0.140572391,0.695762176,0.695762176,0.655873016,0.64952381,0.076258477,0.042180255,0.037552837,0.005773815,0.665560234,0.439741483,0.030132671,2
0.391946218,0.867355928,0.135483135,0.163227017,0.017744918,0.314100355,0.315004796,0.970795569,0.137142857,0.308435852,0.07192429,0.082491582,0.137254902,0.137254902,0.137142857,0.140952381,0.055511787,0.034773573,0.036430179,0.004782346,0.162498826,0.317282385,0.028358402,3
0.471605667,0.665349321,0,0.542213884,0,0.473372706,0.149892541,0.998321584,0.542222222,0.272407733,0.005678233,0.011784512,0.541429475,0.541429475,0.542857143,0.542222222,0.002589573,0.008124913,0.002681713,0,0.53466267,0.253427025,0,1
0.206722274,0.970586076,0.079541192,0.570981864,0.006049505,0.092371648,0.655876589,0.984558577,0.476825397,0.024604569,0.105993691,0.09006734,0.497786211,0.497786211,0.488253968,0.485714286,0.101339938,0.027645827,0.022598032,0.004257928,0.513785968,0.025879474,0.012579369,2
0.048053004,0.945099719,0.365723422,0.760475297,0.074563251,0.042346416,0.023676596,0.882175227,0.772063492,0,0.232807571,1,0.76913346,0.76913346,0.916190476,0.916507937,0.491824745,0.189420347,0.262338902,0.1878182,0.933166733,0.426202004,0.153563988,2
0.493375353,0.793572937,0.093473552,0.345444315,0.008176381,0.462182189,0.537212409,0.989253518,0.326661504,0.286752333,0.052401202,0.041850153,0.32809434,0.32809434,0.328449983,0.327555744,0.033675072,0.028261181,0.026650935,0.002298482,0.335715312,0.27960523,0.01618074,3
0.314196766,0.977976263,0.172320574,0.671669794,0.019004493,0.312055317,0.986014196,0.980530379,0.643809524,0.526362039,0.041009464,0.207070707,0.644528779,0.644528779,0.645714286,0.643809524,0.121196817,0.028439324,0.050841423,0.00880559,0.656977453,0.58920875,0.041874745,2
0.695487032,0.684815857,0.10549475,0.868667917,0.010307221,0.657125363,0.0980956,0.988586774,0.87047619,0.448154657,0.028391167,0.057239057,0.874130297,0.874130297,0.871111111,0.87047619,0.025870807,0.027942043,0.01079197,0.001727972,0.878821767,0.454178074,0.019188023,1
0.260876974,0.85589135,0.196602682,0.151969981,0.032243328,0.20019476,0.172346925,0.962403491,0.146666667,0.590509666,0.087697161,0.203703704,0.151802657,0.151802657,0.147936508,0.147301587,0.095699365,0.060811104,0.077299596,0.013163186,0.173121219,0.681202541,0.052141583,3
0.513971682,0.832323899,0.093702198,0.137697778,0.00962219,0.461888938,0.068246273,0.993622841,0.125532807,0.59085565,0.028388085,0.071116636,0.13011649,0.13011649,0.127117781,0.126166176,0.031174293,0.023377619,0.013922572,0.002024809,0.124804236,0.593988802,0.016428828,1
0.68944824,0.988988132,0.186211779,0.492182614,0.025630563,0.27934975,0.369605472,0.989929507,0.487619048,0.808435852,0.134384858,0.085858586,0.485768501,0.485768501,0.487936508,0.506349206,0.107460571,0.016819948,0.026538346,0.004459583,0.547393257,0.817176768,0.0476162,2
0.576676085,0.90172771,0.137929128,0.636372644,0.01681682,0.49916722,0.033280108,0.975050569,0.630694363,0.664907065,0.03224735,0.124471899,0.634748047,0.634748047,0.636183112,0.64286332,0.054759004,0.027033363,0.020943182,0.003346143,0.640586998,0.681202121,0.029587846,4
0.260876974,0.85589135,0.196602682,0.151969981,0.032243328,0.20019476,0.172346925,0.962403491,0.146666667,0.590509666,0.087697161,0.203703704,0.151802657,0.151802657,0.147936508,0.147301587,0.095699365,0.060811104,0.077299596,0.013163186,0.173121219,0.681202541,0.052141583,3
0.224978674,0.669663587,0.261189726,0.263985278,0.046393492,0.184601177,0.992810579,0.952895111,0.220073271,0.294849204,0.138304734,0.233837405,0.241914921,0.241914921,0.236273134,0.233248808,0.118794448,0.110539961,0.135344031,0.024578774,0.261177507,0.3810654,0.084724568,3
0.721792378,0.940719442,0.146741506,0.842401501,0.016259153,0.445403808,0.34326998,0.980866062,0.843174603,0.228471002,0.076971609,0.05976431,0.8399747,0.8399747,0.848253968,0.848571429,0.049936615,0.019994942,0.018834307,0.002845186,0.870559999,0.229274988,0.03222591,4
0.848298216,0.182393246,0.05796945,0.843652283,0.004009349,0.772414366,0.653764179,0.986908359,0.844444444,0.75483304,0.017665615,0.027777778,0.843137255,0.843137255,0.845714286,0.845079365,0.006461449,0.017611788,0.004679055,0.000501819,0.845868576,0.738395996,0.008024082,1
0.212761066,0.976924018,0.157673077,0.768605378,0.017877972,0.165714822,0.016540527,0.950654582,0.751746032,0.654657293,0.050473186,0.282828283,0.769765971,0.769765971,0.772063492,0.77015873,0.176054143,0.043152215,0.049179439,0.011282814,0.776434198,0.775971329,0.036203064,2
0.533880713,0.983910437,0.183671105,0.470293934,0.021022473,0.226990769,0.692974677,0.984222894,0.356825397,0.791739895,0.123028391,0.114478114,0.367488931,0.367488931,0.358095238,0.357460317,0.11116672,0.021736493,0.043107941,0.005689792,0.400246806,0.809108146,0.046539677,2
0.238723299,0.990713324,0.121904979,0.372732958,0.012152231,0.084699749,0.212805261,0.956025512,0.377142857,0.815465729,0.105362776,0.184343434,0.375711575,0.375711575,0.378412698,0.474285714,0.142106204,0.021020689,0.039144521,0.00675891,0.4286197,0.871309378,0.024002472,2
0.755337412,0.976960724,0.116984836,0.924953096,0.011899429,0.3368514,0.246796568,0.971802618,0.933333333,0.244288225,0.05362776,0.07996633,0.935483871,0.935483871,0.937142857,0.936507937,0.056253035,0.012617609,0.008307502,0.001860091,0.954436627,0.261609569,0.022507301,2
